6.3.2	2026-06-23	4	5.2	0		673	854	188	2245	1041.67	1096	1081	948	122	854
	2026-06-30	26	0.1	0					31536	10911	11696	10976	10061	202	679
		0	0	0		2446			5453	2604	2699	2781	2332	143	471
2.2.0	2026-06-30	2	0	0					1363	454.33	445	581	337	30	99
